recording,window,slot,channel,animal,genotype
399__0,14336,Ch C,RHip,399,KO
399__0,14336,Ch D,RVis,399,KO
399__0,14336,Ch E,RMot,399,KO
399__0,14336,Ch F,RBar,399,KO
399__0,14336,Ch G,LHip,399,KO
399__0,14336,Ch H,LVis,399,KO
399__1,1327,Ch A,LMot,399,KO
399__1,1327,Ch B,LHip,399,KO
399__1,1327,Ch C,RBar,399,KO
399__1,1327,Ch D,RMot,399,KO
399__1,1327,Ch E,RVis,399,KO
399__1,1327,Ch F,LVis,399,KO
399__1,1327,Ch G,LBar,399,KO
399__1,1327,Ch H,RHip,399,KO
399__1,3065,Ch A,LHip,399,KO
399__1,3065,Ch B,LMot,399,KO
399__1,3065,Ch C,LBar,399,KO
399__1,3065,Ch D,LVis,399,KO
399__1,3065,Ch E,RBar,399,KO
399__1,3065,Ch F,RVis,399,KO
399__1,3065,Ch G,RHip,399,KO
399__1,3065,Ch H,RMot,399,KO
399__1,3513,Ch A,LBar,399,KO
399__1,3513,Ch B,RVis,399,KO
399__1,3513,Ch C,LHip,399,KO
399__1,3513,Ch D,LMot,399,KO
399__1,3513,Ch E,RMot,399,KO
399__1,3513,Ch F,RHip,399,KO
399__1,3513,Ch G,LVis,399,KO
399__1,3513,Ch H,RBar,399,KO
399__1,6516,Ch A,RMot,399,KO
399__1,6516,Ch B,RVis,399,KO
399__1,6516,Ch C,RBar,399,KO
399__1,6516,Ch D,RHip,399,KO
399__1,6516,Ch E,LHip,399,KO
399__1,6516,Ch F,LBar,399,KO
399__1,6516,Ch G,LVis,399,KO
399__1,6516,Ch H,LMot,399,KO
399__1,10393,Ch A,RHip,399,KO
399__1,10393,Ch B,LMot,399,KO
399__1,10393,Ch C,LHip,399,KO
399__1,10393,Ch D,LBar,399,KO
399__1,10393,Ch E,RVis,399,KO
399__1,10393,Ch F,LVis,399,KO
399__1,10393,Ch G,RBar,399,KO
399__1,10393,Ch H,RMot,399,KO
399__1,10503,Ch A,LHip,399,KO
399__1,10503,Ch B,RHip,399,KO
399__1,10503,Ch C,RMot,399,KO
399__1,10503,Ch D,LBar,399,KO
399__1,10503,Ch E,LVis,399,KO
399__1,10503,Ch F,RBar,399,KO
399__1,10503,Ch G,LMot,399,KO
399__1,10503,Ch H,RVis,399,KO
399__1,11135,Ch A,LBar,399,KO
399__1,11135,Ch B,LHip,399,KO
399__1,11135,Ch C,RHip,399,KO
399__1,11135,Ch D,RVis,399,KO
399__1,11135,Ch E,LVis,399,KO
399__1,11135,Ch F,RBar,399,KO
399__1,11135,Ch G,RMot,399,KO
399__1,11135,Ch H,LMot,399,KO
399__1,17127,Ch A,LVis,399,KO
399__1,17127,Ch B,RBar,399,KO
399__1,17127,Ch C,LHip,399,KO
399__1,17127,Ch D,RMot,399,KO
399__1,17127,Ch E,LBar,399,KO
399__1,17127,Ch F,LMot,399,KO
399__1,17127,Ch G,RHip,399,KO
399__1,17127,Ch H,RVis,399,KO
399__2,35,Ch A,RMot,399,KO
399__2,35,Ch B,LVis,399,KO
399__2,35,Ch C,LMot,399,KO
399__2,35,Ch D,LHip,399,KO
399__2,35,Ch E,RBar,399,KO
399__2,35,Ch F,RVis,399,KO
399__2,35,Ch G,LBar,399,KO
399__2,35,Ch H,RHip,399,KO
399__2,1628,Ch A,RVis,399,KO
399__2,1628,Ch B,LMot,399,KO
399__2,1628,Ch C,LVis,399,KO
399__2,1628,Ch D,RMot,399,KO
399__2,1628,Ch E,LBar,399,KO
399__2,1628,Ch F,RHip,399,KO
399__2,1628,Ch G,RBar,399,KO
399__2,1628,Ch H,LHip,399,KO
399__2,1758,Ch A,RMot,399,KO
399__2,1758,Ch B,RBar,399,KO
399__2,1758,Ch C,LHip,399,KO
399__2,1758,Ch D,LVis,399,KO
399__2,1758,Ch E,RHip,399,KO
399__2,1758,Ch F,RVis,399,KO
399__2,1758,Ch G,LMot,399,KO
399__2,1758,Ch H,LBar,399,KO
399__2,2708,Ch A,LHip,399,KO
399__2,2708,Ch B,LMot,399,KO
399__2,2708,Ch C,RVis,399,KO
399__2,2708,Ch D,RHip,399,KO
399__2,2708,Ch E,LBar,399,KO
399__2,2708,Ch F,RBar,399,KO
399__2,2708,Ch G,RMot,399,KO
399__2,2708,Ch H,LVis,399,KO
399__2,2832,Ch A,RVis,399,KO
399__2,2832,Ch B,LMot,399,KO
399__2,2832,Ch C,RMot,399,KO
399__2,2832,Ch D,RBar,399,KO
399__2,2832,Ch E,LVis,399,KO
399__2,2832,Ch F,RHip,399,KO
399__2,2832,Ch G,LBar,399,KO
399__2,2832,Ch H,LHip,399,KO
399__2,3213,Ch A,RMot,399,KO
399__2,3213,Ch B,RVis,399,KO
399__2,3213,Ch C,RHip,399,KO
399__2,3213,Ch D,RBar,399,KO
399__2,3213,Ch E,LBar,399,KO
399__2,3213,Ch F,LMot,399,KO
399__2,3213,Ch G,LHip,399,KO
399__2,3213,Ch H,LVis,399,KO
399__2,3499,Ch A,LMot,399,KO
399__2,3499,Ch B,RBar,399,KO
399__2,3499,Ch C,LBar,399,KO
399__2,3499,Ch D,RHip,399,KO
399__2,3499,Ch E,RVis,399,KO
399__2,3499,Ch F,LVis,399,KO
399__2,3499,Ch G,RMot,399,KO
399__2,3499,Ch H,LHip,399,KO
399__2,4602,Ch A,RMot,399,KO
399__2,4602,Ch B,LVis,399,KO
399__2,4602,Ch C,RVis,399,KO
399__2,4602,Ch D,RBar,399,KO
399__2,4602,Ch E,LBar,399,KO
399__2,4602,Ch F,LMot,399,KO
399__2,4602,Ch G,RHip,399,KO
399__2,4602,Ch H,LHip,399,KO
432__0,3335,Ch A,LBar,432,WT
432__0,3335,Ch B,LMot,432,WT
432__0,3335,Ch C,RBar,432,WT
432__0,3335,Ch D,RMot,432,WT
432__0,3335,Ch E,LVis,432,WT
432__0,3335,Ch F,LHip,432,WT
432__0,3335,Ch G,RVis,432,WT
432__0,3335,Ch H,RHip,432,WT
432__0,3493,Ch A,LBar,432,WT
432__0,3493,Ch B,RBar,432,WT
432__0,3493,Ch C,RMot,432,WT
432__0,3493,Ch D,LVis,432,WT
432__0,3493,Ch E,LHip,432,WT
432__0,3493,Ch F,RVis,432,WT
432__0,3493,Ch G,LMot,432,WT
432__0,3493,Ch H,RHip,432,WT
432__0,3680,Ch A,LVis,432,WT
432__0,3680,Ch B,RBar,432,WT
432__0,3680,Ch C,LMot,432,WT
432__0,3680,Ch D,RHip,432,WT
432__0,3680,Ch E,LBar,432,WT
432__0,3680,Ch F,LHip,432,WT
432__0,3680,Ch G,RMot,432,WT
432__0,3680,Ch H,RVis,432,WT
432__0,6930,Ch A,LBar,432,WT
432__0,6930,Ch B,RVis,432,WT
432__0,6930,Ch C,LVis,432,WT
432__0,6930,Ch D,RHip,432,WT
432__0,6930,Ch E,RMot,432,WT
432__0,6930,Ch F,RBar,432,WT
432__0,6930,Ch G,LHip,432,WT
432__0,6930,Ch H,LMot,432,WT
432__0,7732,Ch A,LMot,432,WT
432__0,7732,Ch B,RVis,432,WT
432__0,7732,Ch C,RMot,432,WT
432__0,7732,Ch D,LHip,432,WT
432__0,7732,Ch E,LBar,432,WT
432__0,7732,Ch F,RBar,432,WT
432__0,7732,Ch G,RHip,432,WT
432__0,7732,Ch H,LVis,432,WT
432__0,8235,Ch A,RMot,432,WT
432__0,8235,Ch B,RVis,432,WT
432__0,8235,Ch C,LVis,432,WT
432__0,8235,Ch D,RBar,432,WT
432__0,8235,Ch E,LMot,432,WT
432__0,8235,Ch F,RHip,432,WT
432__0,8235,Ch G,LBar,432,WT
432__0,8235,Ch H,LHip,432,WT
432__0,8614,Ch A,RMot,432,WT
432__0,8614,Ch B,LHip,432,WT
432__0,8614,Ch C,RHip,432,WT
432__0,8614,Ch D,LMot,432,WT
432__0,8614,Ch E,LBar,432,WT
432__0,8614,Ch F,LVis,432,WT
432__0,8614,Ch G,RVis,432,WT
432__0,8614,Ch H,RBar,432,WT
432__0,9708,Ch A,LVis,432,WT
432__0,9708,Ch B,RHip,432,WT
432__0,9708,Ch C,RMot,432,WT
432__0,9708,Ch D,RBar,432,WT
432__0,9708,Ch E,LHip,432,WT
432__0,9708,Ch F,LBar,432,WT
432__0,9708,Ch G,LMot,432,WT
432__0,9708,Ch H,RVis,432,WT
432__0,11420,Ch A,RHip,432,WT
432__0,11420,Ch B,RBar,432,WT
432__0,11420,Ch C,LVis,432,WT
432__0,11420,Ch D,LBar,432,WT
432__0,11420,Ch E,LMot,432,WT
432__0,11420,Ch F,RMot,432,WT
432__0,11420,Ch G,LHip,432,WT
432__0,11420,Ch H,RVis,432,WT
432__1,1327,Ch A,RHip,432,WT
432__1,1327,Ch B,LVis,432,WT
432__1,1327,Ch C,RBar,432,WT
432__1,1327,Ch D,LBar,432,WT
432__1,1327,Ch E,RVis,432,WT
432__1,1327,Ch F,LMot,432,WT
432__1,1327,Ch G,LHip,432,WT
432__1,1327,Ch H,RMot,432,WT
432__1,3065,Ch A,LVis,432,WT
432__1,3065,Ch B,LBar,432,WT
432__1,3065,Ch C,RVis,432,WT
432__1,3065,Ch D,RHip,432,WT
432__1,3065,Ch E,LMot,432,WT
432__1,3065,Ch F,RMot,432,WT
432__1,3065,Ch G,RBar,432,WT
432__1,3065,Ch H,LHip,432,WT
432__1,3513,Ch A,RMot,432,WT
432__1,3513,Ch B,RHip,432,WT
432__1,3513,Ch C,LVis,432,WT
432__1,3513,Ch D,LBar,432,WT
432__1,3513,Ch E,RBar,432,WT
432__1,3513,Ch F,LMot,432,WT
432__1,3513,Ch G,LHip,432,WT
432__1,3513,Ch H,RVis,432,WT
432__1,6516,Ch A,LMot,432,WT
432__1,6516,Ch B,RMot,432,WT
432__1,6516,Ch C,LHip,432,WT
432__1,6516,Ch D,LBar,432,WT
432__1,6516,Ch E,LVis,432,WT
432__1,6516,Ch F,RHip,432,WT
432__1,6516,Ch G,RBar,432,WT
432__1,6516,Ch H,RVis,432,WT
432__1,10393,Ch A,RMot,432,WT
432__1,10393,Ch B,RVis,432,WT
432__1,10393,Ch C,RBar,432,WT
432__1,10393,Ch D,LBar,432,WT
432__1,10393,Ch E,RHip,432,WT
432__1,10393,Ch F,LVis,432,WT
432__1,10393,Ch G,LHip,432,WT
432__1,10393,Ch H,LMot,432,WT
432__1,10503,Ch A,RMot,432,WT
432__1,10503,Ch B,LHip,432,WT
432__1,10503,Ch C,LBar,432,WT
432__1,10503,Ch D,LVis,432,WT
432__1,10503,Ch E,RBar,432,WT
432__1,10503,Ch F,RVis,432,WT
432__1,10503,Ch G,LMot,432,WT
432__1,10503,Ch H,RHip,432,WT
432__1,11135,Ch A,RMot,432,WT
432__1,11135,Ch B,RBar,432,WT
432__1,11135,Ch C,LMot,432,WT
432__1,11135,Ch D,RHip,432,WT
432__1,11135,Ch E,LBar,432,WT
432__1,11135,Ch F,LVis,432,WT
432__1,11135,Ch G,RVis,432,WT
432__1,11135,Ch H,LHip,432,WT
432__1,17127,Ch A,LVis,432,WT
432__1,17127,Ch B,RHip,432,WT
432__1,17127,Ch C,LBar,432,WT
432__1,17127,Ch D,LHip,432,WT
432__1,17127,Ch E,RBar,432,WT
432__1,17127,Ch F,RMot,432,WT
432__1,17127,Ch G,RVis,432,WT
432__1,17127,Ch H,LMot,432,WT
432__2,1327,Ch A,RHip,432,WT
432__2,1327,Ch B,LMot,432,WT
432__2,1327,Ch C,RMot,432,WT
432__2,1327,Ch D,RVis,432,WT
432__2,1327,Ch E,LVis,432,WT
432__2,1327,Ch F,LHip,432,WT
432__2,1327,Ch G,RBar,432,WT
432__2,1327,Ch H,LBar,432,WT
432__2,3065,Ch A,RBar,432,WT
432__2,3065,Ch B,RHip,432,WT
432__2,3065,Ch C,RMot,432,WT
432__2,3065,Ch D,LHip,432,WT
432__2,3065,Ch E,LVis,432,WT
432__2,3065,Ch F,RVis,432,WT
432__2,3065,Ch G,LBar,432,WT
432__2,3065,Ch H,LMot,432,WT
432__2,3513,Ch A,RHip,432,WT
432__2,3513,Ch B,RMot,432,WT
432__2,3513,Ch C,RVis,432,WT
432__2,3513,Ch D,RBar,432,WT
432__2,3513,Ch E,LMot,432,WT
432__2,3513,Ch F,LHip,432,WT
432__2,3513,Ch G,LBar,432,WT
432__2,3513,Ch H,LVis,432,WT
432__2,6516,Ch A,RBar,432,WT
432__2,6516,Ch B,RMot,432,WT
432__2,6516,Ch C,RHip,432,WT
432__2,6516,Ch D,LVis,432,WT
432__2,6516,Ch E,RVis,432,WT
432__2,6516,Ch F,LHip,432,WT
432__2,6516,Ch G,LBar,432,WT
432__2,6516,Ch H,LMot,432,WT
432__2,10393,Ch A,LVis,432,WT
432__2,10393,Ch B,RBar,432,WT
432__2,10393,Ch C,LMot,432,WT
432__2,10393,Ch D,LBar,432,WT
432__2,10393,Ch E,RMot,432,WT
432__2,10393,Ch F,LHip,432,WT
432__2,10393,Ch G,RHip,432,WT
432__2,10393,Ch H,RVis,432,WT
432__2,10503,Ch A,LHip,432,WT
432__2,10503,Ch B,RMot,432,WT
432__2,10503,Ch C,LVis,432,WT
432__2,10503,Ch D,LBar,432,WT
432__2,10503,Ch E,RBar,432,WT
432__2,10503,Ch F,LMot,432,WT
432__2,10503,Ch G,RHip,432,WT
432__2,10503,Ch H,RVis,432,WT
432__2,11135,Ch A,RVis,432,WT
432__2,11135,Ch B,RMot,432,WT
432__2,11135,Ch C,RBar,432,WT
432__2,11135,Ch D,LHip,432,WT
432__2,11135,Ch E,LBar,432,WT
432__2,11135,Ch F,LVis,432,WT
432__2,11135,Ch G,RHip,432,WT
432__2,11135,Ch H,LMot,432,WT
432__2,17127,Ch A,LBar,432,WT
432__2,17127,Ch B,RMot,432,WT
432__2,17127,Ch C,RHip,432,WT
432__2,17127,Ch D,RBar,432,WT
432__2,17127,Ch E,RVis,432,WT
432__2,17127,Ch F,LHip,432,WT
432__2,17127,Ch G,LMot,432,WT
432__2,17127,Ch H,LVis,432,WT
ArxRosa-1015__0,2495,Ch A,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2495,Ch B,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2495,Ch C,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2495,Ch D,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2495,Ch E,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2495,Ch F,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2495,Ch G,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2495,Ch H,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch A,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch B,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch C,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch D,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch E,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch F,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch G,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,2530,Ch H,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch A,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch B,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch C,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch D,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch E,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch F,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch G,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3461,Ch H,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch A,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch B,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch C,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch D,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch E,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch F,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch G,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,3718,Ch H,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch A,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch B,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch C,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch D,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch E,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch F,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch G,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,5408,Ch H,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch A,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch B,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch C,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch D,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch E,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch F,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch G,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,6971,Ch H,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch A,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch B,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch C,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch D,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch E,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch F,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch G,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,9947,Ch H,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch A,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch B,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch C,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch D,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch E,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch F,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch G,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,11862,Ch H,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch A,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch B,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch C,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch D,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch E,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch F,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch G,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__0,12920,Ch H,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch A,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch B,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch C,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch D,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch E,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch F,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch G,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,1327,Ch H,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch A,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch B,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch C,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch D,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch E,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch F,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch G,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3065,Ch H,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch A,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch B,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch C,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch D,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch E,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch F,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch G,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,3513,Ch H,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch A,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch B,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch C,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch D,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch E,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch F,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch G,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,6516,Ch H,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch A,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch B,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch C,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch D,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch E,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch F,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch G,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,10506,Ch H,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch A,LVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch B,RBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch C,LMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch D,RMot,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch E,LBar,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch F,RHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch G,LHip,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1015__1,11136,Ch H,RVis,ArxRosa-1015,Arx(F/y)-Rosa(+/wt)-Sham
